Position,"Track Name",Artist,Streams,URL
1,"Despacito - Remix","Luis Fonsi",8011653,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
2,"I'm the One","DJ Khaled",5761141,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2
3,"Shape of You","Ed Sheeran",4794405,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
4,HUMBLE.,"Kendrick Lamar",4113781,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
5,"Mask Off",Future,3270922,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
6,"There's Nothing Holdin' Me Back","Shawn Mendes",3195778,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
7,"Stay (with Alessia Cara)",Zedd,3169172,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
8,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",3163292,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
9,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",3108135,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
10,"It Ain't Me (with Selena Gomez)",Kygo,3084370,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
11,Malibu,"Miley Cyrus",2967070,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
12,"Something Just Like This","The Chainsmokers",2940050,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
13,"That's What I Like","Bruno Mars",2924557,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
14,Attention,"Charlie Puth",2885499,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
15,"Symphony (feat. Zara Larsson)","Clean Bandit",2875392,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
16,"Bad Liar","Selena Gomez",2705835,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
17,"Felices los 4",Maluma,2638301,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
18,Unforgettable,"French Montana",2556042,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW
19,"Sign of the Times","Harry Styles",2499280,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
20,Passionfruit,Drake,2497352,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
21,"First Time",Kygo,2391701,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
22,"XO TOUR Llif3","Lil Uzi Vert",2388421,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
23,Thunder,"Imagine Dragons",2207539,https://open.spotify.com/track/56lBX2WHqfGuoeZxZvUnVj
24,"SUBEME LA RADIO","Enrique Iglesias",2037917,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
25,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",1981793,https://open.spotify.com/track/39IsH7B5byx8NRlEKlZVg9
26,"No Promises (feat. Demi Lovato)","Cheat Codes",1974349,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
27,"Galway Girl","Ed Sheeran",1973935,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
28,DNA.,"Kendrick Lamar",1958109,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
29,"Scared to Be Lonely","Martin Garrix",1956480,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
30,Slide,"Calvin Harris",1948987,https://open.spotify.com/track/6gpcs5eMhJwax4mIfKDYQk
31,Issues,"Julia Michaels",1945490,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
32,"Me Rehúso","Danny Ocean",1929652,https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ
33,1-800-273-8255,Logic,1854967,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
34,Congratulations,"Post Malone",1802503,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
35,"The Cure","Lady Gaga",1645044,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh
36,"Slow Hands","Niall Horan",1639060,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
37,"Good Life (with G-Eazy & Kehlani)",G-Eazy,1630993,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E
38,"iSpy (feat. Lil Yachty)",Kyle,1573719,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
39,Believer,"Imagine Dragons",1522368,https://open.spotify.com/track/6VRghJeP6I0w1KxkdWFfIh
40,"Now Or Never",Halsey,1497834,https://open.spotify.com/track/1mDGDb2fUmUMdqV3tb8VKQ
41,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",1497246,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
42,Rollin,"Calvin Harris",1486551,https://open.spotify.com/track/3FDrI0FLKzrYQiWxPhqV2W
43,Location,Khalid,1470095,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
44,"El Amante","Nicky Jam",1451823,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
45,Paris,"The Chainsmokers",1413237,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
46,"Bon Appétit","Katy Perry",1405106,https://open.spotify.com/track/14oOKFGuXu8DqvOe1W8vao
47,"Strip That Down","Liam Payne",1396153,https://open.spotify.com/track/4Ro98RCK90oHqqSZUnTFq5
48,"I Feel It Coming","The Weeknd",1370415,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
49,"Escápate Conmigo",Wisin,1334835,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
50,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1315752,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
51,"You Don't Know Me - Radio Edit","Jax Jones",1292842,https://open.spotify.com/track/4WrS6vezaPwOafKJmHqMEU
52,"Ahora Dice","Chris Jeday",1289631,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy
53,"Most Girls","Hailee Steinfeld",1263857,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
54,Tuesday,"Burak Yeter",1198688,https://open.spotify.com/track/5c4tB0saSkNHX5CyDosuF7
55,"LOVE. FEAT. ZACARI.","Kendrick Lamar",1197627,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
56,"Solo Dance","Martin Jensen",1181941,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
57,"Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version",Pitbull,1158344,https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez
58,"Call On Me - Ryan Riback Extended Remix",Starley,1154962,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
59,Portland,Drake,1126241,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
60,Closer,"The Chainsmokers",1112666,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
61,Mama,"Jonas Blue",1110710,https://open.spotify.com/track/4xlrALxuaCf9yZBHJeTSG6
62,"Say You Won't Let Go","James Arthur",1070290,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
63,Chantaje,Shakira,1065851,https://open.spotify.com/track/1WniHvhq9zTkny0WvGXX8o
64,"Crying in the Club","Camila Cabello",1058174,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
65,"The Night We Met","Lord Huron",1040457,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK
66,"Hey DJ",CNCO,1040077,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl
67,Cold,"Maroon 5",1038821,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
68,"Swish Swish","Katy Perry",1032115,https://open.spotify.com/track/3VRk65lHSwqd90TAkQqhvB
69,"Castle on the Hill","Ed Sheeran",1031399,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
70,Starboy,"The Weeknd",1026568,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
71,"Tunnel Vision","Kodak Black",1023030,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
72,"Sigo Extrañándote","J Balvin",1021350,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8
73,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",1019749,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
74,goosebumps,"Travis Scott",1004605,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
75,"Still Got Time",ZAYN,993010,https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl
76,"One Dance",Drake,974704,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
77,"Quit (feat. Ariana Grande)","Cashmere Cat",954952,https://open.spotify.com/track/4Q5yMlwAfAoitqg4r9oZHN
78,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,951735,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
79,"Sweet Creature","Harry Styles",937316,https://open.spotify.com/track/5kRPPEWFJIMox5qIkQkiz5
80,Selfish,Future,921831,https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA
81,"No Vacancy",OneRepublic,909808,https://open.spotify.com/track/6XOYVSmNDjKUNMXooU4s4z
82,"La Rompe Corazones","Daddy Yankee",896051,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3
83,"Otra Vez (feat. J Balvin)","Zion & Lennox",890059,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
84,"Chained To The Rhythm","Katy Perry",885623,https://open.spotify.com/track/5ndfVSDyPq90jaIUhNPeby
85,"September Song","JP Cooper",863062,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI
86,"Let Me Love You","DJ Snake",860557,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
87,"Tu Foto",Ozuna,859255,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp
88,"Look At Me!",Xxxtentacion,856921,https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw
89,"Bounce Back","Big Sean",853006,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
90,Perfect,"Ed Sheeran",852224,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
91,"24K Magic","Bruno Mars",849653,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
92,"Body Like A Back Road","Sam Hunt",837609,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
93,"Me Enamoré",Shakira,834767,https://open.spotify.com/track/4m5A5meIueOcDBpbqGvkQB
94,"Fake Love",Drake,831335,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
95,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",820011,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
96,"Slippery (feat. Gucci Mane)",Migos,814110,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
97,ELEMENT.,"Kendrick Lamar",813657,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG
98,Touch,"Little Mix",813462,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z
99,"The One","The Chainsmokers",804614,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5
100,"Whatever It Takes","Imagine Dragons",793403,https://open.spotify.com/track/4izg6Hydc6XGErWW6nbdsV
101,"Reggaetón Lento (Bailemos)",CNCO,786641,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
102,Weak,AJR,784268,https://open.spotify.com/track/6OuV4vfyb8v3vGGGksqyKf
103,"do re mi",Blackbear,773664,https://open.spotify.com/track/6CUBgX8bXC5YQCkdgRHqyg
104,T-Shirt,Migos,770396,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
105,Redbone,"Childish Gambino",763295,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
106,"Ciao Adios",Anne-Marie,762038,https://open.spotify.com/track/3EfugazgSddQvzZpkof5I4
107,"Whippin (feat. Felix Snow)",Kiiara,760068,https://open.spotify.com/track/3QWjljChcOMkRDYSzF33Qr
108,Starving,"Hailee Steinfeld",756903,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
109,"Green Light",Lorde,744464,https://open.spotify.com/track/1WC5UN1U79gJlxGLYDGIO7
110,"Me Llamas (feat. Maluma) - Remix","Piso 21",737596,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
111,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",736234,https://open.spotify.com/track/3LnOF5n1GOs01siYZXzS3p
112,"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer",734026,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ
113,"Don't Let Me Down","The Chainsmokers",727613,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
114,Gyalchester,Drake,700597,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi
115,Magnolia,"Playboi Carti",700535,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
116,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",698859,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
117,"Hear Me Now",Alok,694494,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
118,"Vente Pa' Ca","Ricky Martin",675278,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46
